"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","progression_rate_fsm","progression_rate_non_fsm","progression_rate","high_tariff_progression_rate_fsm","high_tariff_progression_rate_non_fsm","high_tariff_progression_rate","progression_rate_gap","high_tariff_progression_rate_gap"
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","390","E08000037","Gateshead","19.2","47.1","42.8","5.4","15.5","14","28","10.2"
200506,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","7.8","27.5","23.5","x","x","x","19.7","x"
200607,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","8.4","30.4","25.5","x","x","x","22.1","x"
200708,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","10.8","31.2","27","x","x","x","20.5","x"
200809,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","10.1","31.1","26.9","1.1","7.6","6.3","21","6.5"
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","10","31.6","27.2","1.2","7.6","6.3","21.6","6.5"
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","12.3","33.6","29.7","2.1","8.7","7.5","21.3","6.6"
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","15.2","33.5","30.3","1.7","7.5","6.5","18.3","5.8"
201213,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","12.6","35.9","31.4","0.4","7.8","6.4","23.3","7.4"
201314,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","17.4","34.6","31.2","2","9.1","7.7","17.3","7.1"
201415,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","17.6","37.1","32.7","3.3","9.4","8","19.5","6.1"
201516,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","16.6","38.9","33.9","2.5","9.7","8.1","22.3","7.1"
201617,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","20.2","43.8","37.7","2.8","10.9","8.8","23.6","8.1"
201718,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","19.3","49.1","41.3","2.8","14.1","11.2","29.9","11.4"
201819,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","24.9","47.4","42.4","4.3","15.6","13.1","22.5","11.3"
201920,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","22.5","47.8","42","4","14.7","12.2","25.4","10.7"
202021,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","24.4","46.9","41.6","3.5","15.9","13","22.5","12.4"
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","391","E08000021","Newcastle upon Tyne","25","52.1","45.7","6.5","20.1","16.9","27.1","13.6"
200506,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","8","31.8","27.5","x","x","x","23.8","x"
200607,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","6.9","31.6","27.4","x","x","x","24.7","x"
200708,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","11.3","34.4","30.6","x","x","x","23.1","x"
200809,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","4.7","34","31","1.3","7.8","7.2","29.2","6.6"
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","13.6","34.9","32.9","0.9","7.4","6.8","21.3","6.5"
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","12.5","37","34.5","1.3","8.1","7.4","24.5","6.9"
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","16.1","36.7","34.9","1.4","8","7.4","20.6","6.6"
201213,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","18.8","37.1","35.6","1.6","7.5","7","18.3","5.8"
201314,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","11","35.8","33.4","1.9","7.8","7.2","24.8","5.9"
201415,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","17.4","42","39.3","1.3","9.5","8.6","24.6","8.3"
201516,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","20.5","44.1","41.1","1.8","10.4","9.3","23.6","8.6"
201617,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","18.2","42.7","39.3","3","10.2","9.2","24.6","7.2"
201718,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","19.3","47.5","44","2.2","12","10.8","28.3","9.8"
201819,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","22.2","48.3","45.3","0.9","12.8","11.5","26.1","11.9"
201920,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","20.6","46.4","43.2","3.2","13.4","12.1","25.9","10.2"
202021,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","24.7","47.3","44.7","4.3","14","12.9","22.7","9.7"
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","392","E08000022","North Tyneside","21.9","48.2","45.2","2.7","15.8","14.3","26.3","13"
200506,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","9.5","28.4","24.8","x","x","x","18.9","x"
200607,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","7.1","28.7","24.3","x","x","x","21.6","x"
200708,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","8.2","31.2","25.6","x","x","x","23","x"
200809,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","11.1","31.8","26.2","1.5","4.9","4","20.8","3.4"
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","11.5","32.3","27.9","0.5","5.1","4.1","20.8","4.6"
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","9.7","30.8","25.9","1.4","5.8","4.8","21.2","4.4"
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","11.2","31.7","28.9","0.4","5.4","4.7","20.5","5"
201213,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","11.7","33.2","29.5","0.9","6.6","5.7","21.5","5.7"
201314,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","13.9","37.2","32","1.3","6.6","5.4","23.3","5.4"
201415,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","15.6","40.6","34.7","1.4","8","6.4","25","6.6"
201516,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","18.5","39.7","34.9","2.7","8.4","7.1","21.2","5.7"
201617,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","23.7","41.7","38.2","4.5","8.7","7.9","18","4.2"
201718,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","21.4","43.9","40","3.1","9.3","8.2","22.5","6.2"
201819,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","22.1","45.2","40.7","3.6","10.1","8.8","23","6.5"
201920,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","23.1","42.6","39.2","4.1","10.6","9.4","19.5","6.5"
202021,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","24.1","42.6","38.9","2.7","12.6","10.7","18.5","9.9"
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","22","46.8","42.3","4.2","12.2","10.7","24.8","7.9"
200506,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","7.4","27.3","24.4","x","x","x","19.9","x"
200607,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","6.2","27.7","24.8","x","x","x","21.5","x"
200708,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","8.9","27.6","25.2","x","x","x","18.8","x"
200809,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","10.4","26.7","24.3","0.4","3.9","3.4","16.3","3.5"
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","9.9","28.7","26.3","0.6","4","3.6","18.8","3.3"
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","10.9","30.5","28.2","1.1","4.1","3.8","19.6","3"
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","14.1","34.1","31.3","0.6","5.5","4.8","20","4.9"
201213,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","13","33.7","30.8","1.6","4.9","4.5","20.6","3.3"
201314,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","12.7","34.2","30.8","0.4","5.2","4.4","21.5","4.8"
201415,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","14.3","38.2","33.8","1.3","6.5","5.5","23.9","5.1"
201516,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","17.6","41.1","35.7","1.2","6.7","5.5","23.6","5.5"
201617,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","14.6","39.3","34.3","1.2","7.7","6.4","24.7","6.5"
201718,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","14.9","39.8","34.9","1.6","7.8","6.6","25","6.2"
201819,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","18.7","41.5","37.1","1.7","7.7","6.5","22.8","5.9"
201920,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","20.5","38","34.7","2","8.5","7.3","17.5","6.4"
202021,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","19.9","40.7","36.5","3.4","9.7","8.4","20.8","6.4"
202122,"Academic year","Local authority","E92000001","England","E12000001","North East","394","E08000024","Sunderland","20","44.1","39","2.9","11.8","9.9","24.2","8.9"
200506,"Academic year","Local authority","E92000001","England","E12000001","North East","805","E06000001","Hartlepool","10.7","28.6","24.6","x","x","x","18","x"
200607,"Academic year","Local authority","E92000001","England","E12000001","North East","805","E06000001","Hartlepool","11.1","31.3","26.8","x","x","x","20.2","x"
200708,"Academic year","Local authority","E92000001","England","E12000001","North East","805","E06000001","Hartlepool","9.4","30.2","26.4","x","x","x","20.8","x"
200809,"Academic year","Local authority","E92000001","England","E12000001","North East","805","E06000001","Hartlepool","16.4","33.5","30.2","2.1","5.9","5.1","17.1","3.8"
200910,"Academic year","Local authority","E92000001","England","E12000001","North East","805","E06000001","Hartlepool","13.9","36.9","32.7","1.4","7.7","6.6","23","6.4"
201011,"Academic year","Local authority","E92000001","England","E12000001","North East","805","E06000001","Hartlepool","16.6","37.3","34.1","0.5","6.6","5.6","20.7","6.1"
201112,"Academic year","Local authority","E92000001","England","E12000001","North East","805","E06000001","Hartlepool","17.4","35.4","31.9","1.6","7","6","18","5.4"
